aria_label,thumbnail_hrefs,link_hrefs
"Jan Bühlbecker, Choose your fighter. #fckafd, Feb 10, 03:31 PM, jan_buehlbecker","https://files.mastodon.social/media_attachments/files/111/906/716/980/047/385/original/1d877ed981e29acd.png,https://files.mastodon.social/media_attachments/files/111/906/717/095/674/259/original/e4c86ef1d6c9c304.png",
"Peter Breedveld, Terwijl Israël Palestijnen decennia wegzette als monsters, filmen de Israëli’s, politici en soldaten trots hun eigen monsterlijkheid.https://www.frontaalnaakt.nl/archives/israel-filmt-trots-zijn-eigen-monsterlijkheid.html, Feb 10, 04:04 PM, FrontaalNaakt",,https://www.frontaalnaakt.nl/archives/israel-filmt-trots-zijn-eigen-monsterlijkheid.html
"Jens Scholz ⍟, Wenn ""Verunglimpfung"" ein Wort ist, bei dem es darum geht, jemandes Leumund zu schaden, müsste es ja auch ""Verglimpfung"" geben, also die Bestätigung eines guten Rufes. Wenn ich früh wach werde hat mein Hirn einfach nur Bock auf Krawall., Feb 10, 01:54 PM, jensscholz",,
"Konrad Lischka, Es gibt zu oft Vergleiche, die anschaulich klingen, aber nichts veranschaulichen. Zum Beispiel ""Das entspricht einer Größe von 26.500 Fußballfeldern."" Also ich kann mir 26000 Fußballfelder genauso wenig vorstellen wie 19000 Hektar. Eher hilft ""90% der Fläche der Stadt Essen"". Ich hab hier einen Umrechner gebastelt, der solche Vergleiche für Flächen liefert. Tipps, Anmerkungen gern willkommen:https://konradlischka.info/flaechen-anschaulich-umrechnen/, Feb 10, 01:59 PM, klischka@digitalcourage.social",,https://konradlischka.info/flaechen-anschaulich-umrechnen/
"Korallenherz, Hello, Feb 10, 04:10 PM, Korallenherz",https://files.mastodon.social/media_attachments/files/111/906/877/168/592/854/original/6bd9ed8ed899d434.jpg,
"Frau_am_Meer, Heute steht Dietzenbach auf gegen Rechts. #noafd #niewiederistjetzt #demokratie, Feb 10, 02:31 PM, HanneEinloft@troet.cafe",https://media.troet.cafe/troet.cafe/media_attachments/files/111/906/478/313/471/254/original/b95d5f203d4b7dce.jpeg,
"FlotteBiene86, Muss diesen Aufruf über campact teilen, wegen der #fckafd :Die AfD könnte das Bundesverfassungsgericht kapern. Nach der nächsten Bundestagswahl sind rechtsextreme Richter*innen in Karlsruhe möglich – aus dem Innern der Justiz wären sie in der Lage, unsere Demokratie zu zerstören. Noch können die demokratischen Parteien das Bundesverfassungsgericht schützen. Unterzeichne den Appell.https://aktion.campact.de/rechtsextremismus/verfassungsgericht-vor-afd-schuetzen/teilnehmen?utm_medium=email&utm_source=campact_mailing&utm_campaign=20240209-as-nv-verfassungsgericht&utm_content=variation-a&utm_term=unterzeichne-jetzt-fur-den-schutz-des-bundesverfassungsgerichts, Feb 10, 11:46 AM, FlotteBiene86@nrw.social",,https://aktion.campact.de/rechtsextremismus/verfassungsgericht-vor-afd-schuetzen/teilnehmen?utm_medium=email&utm_source=campact_mailing&utm_campaign=20240209-as-nv-verfassungsgericht&utm_content=variation-a&utm_term=unterzeichne-jetzt-fur-den-schutz-des-bundesverfassungsgerichts
"müeʒecganc, #LichenSubscribe  #Caturday, Feb 10, 02:35 PM, EcGanc@troet.cafe",https://media.troet.cafe/troet.cafe/media_attachments/files/111/906/501/526/395/056/original/da46974b5ef20b3c.jpeg,
"Agent Joséphine Baker, ""Die ersten Insassen waren etwa 200 Kommunisten, die aus überfüllten Thüringer Gefängnissen ins KZ gebracht wurden.""Kommunist*innen saßen also schon vor 1933. https://www.mdr.de/geschichte/ns-zeit/politik-gesellschaft/mustergau-thueringen-gleichschaltung-100.html, Feb 10, 03:26 PM, josefina",,https://www.mdr.de/geschichte/ns-zeit/politik-gesellschaft/mustergau-thueringen-gleichschaltung-100.html
"Anna Becker, Das Spiel S-Bahn vs. Dan hat Dan heute 3:0 gewonnen. Er nimmt „Mind the gap between platform and train“ aber auch sehr ernst. Wahrscheinlich versteht er „meid‘ the gap“. Und, ja. Das tut er wirklich. , Feb 10, 03:53 PM, lovinurbanism",,
"Steffen Voß, Deine KI ist ne alte Umweltsau:  Big-Tech tut immer so, als sei deren Technologie losgelöst von der realen Welt. Nach Ressourcenverbrauch fragt niemand. Doch es regt sich Widerstand gegen immer neue Rechenzentren, schreibt @parismarx: https://disconnect.blog/ai-is-fueling-a-data-center-boom/, Feb 10, 11:57 AM, kaffeeringe@social.tchncs.de",,https://disconnect.blog/ai-is-fueling-a-data-center-boom/
"Timoneda #UnaTiraCadaDia, ¡Fuera la lona! #UnaTiraCadaDia, Feb 10, 01:34 PM, timoneda",https://files.mastodon.social/media_attachments/files/111/906/262/666/813/104/original/6b0b39ded5d66471.jpg,
"A. Hofmann :mastodon:, #GuteNachrichtenSamstag   ""Fröhliche Technik: Dänische Firma zeigt, wie #Inklusion funktioniert""""Menschen mit Entwicklungsstörungen haben es schwer auf dem Arbeitsmarkt. Viele Unternehmen fürchten komplizierte Inklusionsmaßnahmen. Eine dänische Firma macht vor, wie einfach es geht."" via @NDR https://www.ndr.de/nachrichten/info/Froehliche-Technik-Daenische-Firma-geht-bei-Inklusion-voran,froehlichetechnik100.html, Feb 10, 02:39 PM, empathroet@bildung.social",,"https://www.ndr.de/nachrichten/info/Froehliche-Technik-Daenische-Firma-geht-bei-Inklusion-voran,froehlichetechnik100.html"
"𝒗𝒐𝒏 Aakerbeere 🏖️ :mastodon:,  An ALLE Demokratinnen und Demokraten#WirSindDieBrandmauer #NieWiederIstJetzt, Feb 10, 02:20 PM, Aakerbeere",https://files.mastodon.social/media_attachments/files/111/906/424/578/419/456/original/5ceb287d66b38bb4.jpg,
"KuRSiF, Strehlen ist kein Ort für Nazis!Als Nachbarschaftsinitiative unterstützen wir den Aufruf (hier zum Aufruf als Text: https://www.kursif.eu/2024/02/09/strehlen-ist-kein-ort-fuer-nazis/) für die Versammlung am kommenden Sonntag hier in Strehlen.Wir hoffen, dass möglichst viele Menschen aus Strehlen und Umgebung ab 13 Uhr zum Wasaplatz kommen und mit uns gemeinsam gegen Nazis und für ein buntes und offenes Strehlen einstehen.#Strehlen #Dresden #KuRSiF #dd1102 #dresdenwiedersetzenEdit: Alt-Text hinzugefügt, Feb 10, 02:17 PM, kursif@dresden.network","https://dresden.s3proxy.de/media_attachments/files/111/906/426/987/729/543/original/18f2fda3960ad784.jpeg,https://dresden.s3proxy.de/media_attachments/files/111/906/426/981/516/451/original/61072e14a28a7a85.jpeg",
"DLR_next, Guten Morgen zusammen - wie immer mit einem aktuellen Bild der Sonne via Satellit SDO., Feb 10, 11:13 AM, dlr_next@social.bund.de",https://social.bund.de/system/media_attachments/files/111/905/702/195/679/751/original/502d0061987239ce.jpeg,
"Sam Nantes, Je suis « rassuré », le maintien de l’ordre à la française n’a pas changé : agriculteurs 1, militants environnementaux 0.« Le préfet du Tarn a interdit le rassemblement de ce week-end, évoquant « des risques de troubles majeurs à l’ordre public ». Ce vendredi après-midi, à la veille de la mobilisation, quelque 90 gendarmes sont intervenus aux abords du camp des activistes, faisant usage de gaz lacrymogène. »https://www.ouest-france.fr/environnement/climat/greta-thunberg/mobilisation-contre-la69-greta-thunberg-sera-samedi-dans-le-tarn-annoncent-les-organisateurs-6798f3e4-c77e-11ee-9a26-b3fe0ec43b85, Feb 10, 12:42 PM, SamNantes@piaille.fr",,https://www.ouest-france.fr/environnement/climat/greta-thunberg/mobilisation-contre-la69-greta-thunberg-sera-samedi-dans-le-tarn-annoncent-les-organisateurs-6798f3e4-c77e-11ee-9a26-b3fe0ec43b85
"AmiW Streetart ❄️,   Ein meisterliches... Lieblingsfoto.         A masterful... Favorite photo. by Artist: #DonHongOai   - Title: ""Drying Cloth"" in Loc.: Vietnam 1964 - #Art #Streetart #Mastoart #PhotoArt #Fotografie #Photography #Masterclass #Minimalism #BnW #Monochrome  #APhotoLove, Feb 10, 12:48 PM, AmiW@mastodon.online",https://files.mastodon.online/media_attachments/files/111/906/077/822/297/611/original/548037c1fb54de8e.jpg,
"Sandra de Haan in Heeze, Volkskrant.  #PVV, Feb 10, 12:41 PM, SandraDeHaan@mastodon.nl",https://mastodon.nl/system/media_attachments/files/111/906/054/536/297/761/original/13da9086731e7da9.jpg,
"tagesschau, Was die Demonstrationen gegen Rechtsextremismus bewirken könnenAn den Protesten gegen Rechtsextremismus haben allein an den vergangenen drei Wochenenden etwa zwei Millionen Menschen teilgenommen. Doch was können die Massendemos bewirken? tagesschau.de hat Expertinnen und Experten befragt. https://www.tagesschau.de/inland/gesellschaft/demonstrationen-gegen-rechtsextremismus-102.html?at_medium=mastodon&at_campaign=tagesschau.de#Proteste #Rechtsextremismus, Feb 10, 01:29 PM, tagesschau@ard.social",,https://www.tagesschau.de/inland/gesellschaft/demonstrationen-gegen-rechtsextremismus-102.html?at_medium=mastodon&at_campaign=tagesschau.de
"Zweirat Stuttgart, Vielen von uns war es ein Bedürfnis, unserer Trauer Ausdruck zu verleihen. #RIPnatenom via @Petterlinghttps://social.anoxinon.de/@Petterling/111903736102915914@zweirat0711@a.gup.pe @mastobikes_stuttgart @mastobikes_de, Feb 10, 03:28 PM, zweirat0711@verkehrswende.social",https://verkehrswende.social/system/media_attachments/files/111/906/714/533/917/574/original/76f3723724a82fce.jpeg,
"Jesus Margar, ¿Teneis hijos/hijas/hijes?Busco mutuals #adres #madres #padres que parece que se quedaron todos en twitter o se fueron a bluesky., Feb 10, 03:48 PM, jesusmargar",,
"L'Ami(sh) ☀️🌈🌵, #Help Hey mes mastochouchou Je cherche à parfaire ma formation de phonéticien avec des cours de #MécaniqueDesFluides et de #Biomécanique. Je me tâtais à débarquer en auditeur libre dans une formation à #Paris mais j'ai peur d'être largué, je suis archi-nul en maths  Des avis, conseils, recommandations ? Le repouet m'aidera bcp  , Feb 10, 02:49 PM, AlexUnder@sciences.re",,
":ablobwoah: 山重水复疑无鹭赛, 情况是这样的，当你身体状况变了以后想法会改变，当你开始清理下水道、去医院划医保、电动车电瓶坏了、适应新的工作、种了半亩玉米、牙掉了三颗、在火车站延误了24小时以后想法会改变，这是一种在没变之前很难讲明白的事情，有一点像人只有一个相，所以不能理解其他生灵，而神有三万六千法相，所以通达天地，人贴近这个变化的过程就是依托于增加所有已经历的现在。, Feb 10, 10:20 AM, illnessillusion@ramen-fsm.eu.org",,
"Azetbur, Ich schreibe gerade einen Redebeitrag für die Fahrraddemo morgen in Dresden. Und ich bekomme Puls. Jetzt muss ich nur paar Worte finden mit denen ich die Menschen nicht allzusehr verschrecke., Feb 10, 02:07 PM, Azetbur@dresden.network",https://dresden.s3proxy.de/media_attachments/files/111/906/390/649/544/039/original/7195b7ca4c6dce27.jpeg,
"Eva Wolfangel, Morgen gibt es eine „Zubringer-Demo“ von #Stuttgart nach Pforzheim zur Gedenktour für #Natenom. Sind da Leute dabei, die ich (hier) kenne? Es ist weit und früh, aber ich würde eventuell mitradeln. https://stuttgart.adfc.de/neuigkeit/wir-trauern-um-natenom#pforzheim, Feb 10, 04:17 PM, evawolfangel@chaos.social",,https://stuttgart.adfc.de/neuigkeit/wir-trauern-um-natenom
"jensbest, Die zum Abbruch führende Störung der Diskussion mit der Richterin #BarakErez vom israelischen Obersten Gerichtshof ist unentschuldbar und muss Konsequenzen nicht nur für die Humboldt Universität Berlin haben.Das anti-israelische, antisemitische Gesindel, das hier eine standhafte Gegnerin des Übeltäters #Netanyahu vertreibt,… …ist damit zu einem Bestandteil der Gefährdung Israels, zusammen mit #Hamas und Netanyjahu, geworden. Es ist entsprechend dagegen mit allen Mitteln vorzugehen., Feb 10, 03:06 PM, jensbest@openbiblio.social",,
"Anne Roth, Das Erstaunliche ist ja, dass es diesen Podcast noch nicht gab. Die ungeheuer klugen @sabinenuss und Eva Völpel reden über Wirtschaft, mit Gästen.  In der ersten Folge u.a. mit Marlene Engelhorn über Reiche. https://www.rosalux.de/armutszeugnis, Feb 10, 03:42 PM, anneroth@systemli.social",https://systemli.social/system/media_attachments/files/111/906/746/331/428/199/original/a3722a21eb1d1f33.png,
"Salt :saltamoto001:, 写意 writee.org 与嘟站 o3o.ca 开放注册一周，祝大家新年事事如意   https://writee.org/invite/bFB041#写意 #writee, Feb 10, 10:49 AM, salt@o3o.ca",,
"Schauinsland, Naturkosmetik: #Weleda kommt mir nicht ins Haus - taz.de„Weleda ist eine Aktiengesellschaft. Und alle Erwerber_innen von stimmberechtigten Aktien müssen Mitglieder der „Allgemeinen Anthroposophischen Gesellschaft“ sein!“https://taz.de/Naturkosmetik/!5973846/, Feb 10, 03:08 PM, Soweitsogut@troet.cafe",,https://taz.de/Naturkosmetik/!5973846/
"Daniela Schreiter, Ich hoffe ihr seid alle gut ins Wochenende gekommen!  Mein Wochenende fing damit an, Leute bei Facebook zu blocken und Kommentare zu entfernen (seit dem Keksfuchs leider Standard). Aber jetzt wird es besser, werde heute einen Spaziergang machen und mir ein bisschen Erholung gönnen!, Feb 10, 03:37 PM, Fuchskind@mastodon.art",,
"Le Monde.fr, La militante écologiste Greta Thunberg attendue dans le Tarn à La Cabanade des opposants à l’A69 https://www.lemonde.fr/planete/article/2024/02/10/la-militante-ecologiste-greta-thunberg-attendue-dans-le-tarn-a-la-cabanade-des-opposants-a-l-a69_6215830_3244.html, Feb 10, 01:43 PM, lemonde",,https://www.lemonde.fr/planete/article/2024/02/10/la-militante-ecologiste-greta-thunberg-attendue-dans-le-tarn-a-la-cabanade-des-opposants-a-l-a69_6215830_3244.html
"Critical Mass, Es ist der Wahnsinn - wenn ich sehe was hier in den letzten Tagen los ist!#EsReicht #StopKillingCyclists #Natenom Im Vergleich dazu ist hier mit #CriticalMass am letzten #Freitag ja quasi nix los.Ihr seid super! Vielen Dank!Es ist ein schwieriges Thema. Wir alle würden vermutlich lieber nur über die positiven Seiten des #Radfahrens schreiben und lesen.Doch es ist auch wichtig. Wichtig, dass wir #VisionZero fordern.1/x@cm @cmhh, Feb 10, 01:05 PM, CriticalMass@toot.cm-social.com",,
"La Historieta Musical (Jesús), A finales de los años 60 en España, dos mujeres formaron uno de los dúos artísticos más interesantes  de su época. Tanto, que no fueron comprendidas ni por su generación.Tanto, que seguían siendo innovadoras décadas después.Hoy en #LaHistorietaMusical, Vainica Doble.#vainicadoble #folk #musicadelos60 #musicafolkespañola #LaHistorietaMusical, Feb 10, 11:10 AM, LaHistorietaMusical",https://files.mastodon.social/media_attachments/files/111/905/694/391/711/318/original/675bcc38fccf4732.jpg,
"ADFC Stuttgart 🐘, Morgen trauern wir mit euch um den Radaktivisten Andreas (Natenom). Bitte teilt die Veranstaltung!Alle Infos findet ihr unter: https://stuttgart.adfc.de/neuigkeit/wir-trauern-um-natenomRoute: https://www.komoot.de/tour/1431483631@zweirat0711@a.gup.pe @mastobikes_stuttgart @mastobikes @zweirat0711@verkehrswende.social @criticalmassstuttgart, Feb 10, 02:08 PM, adfc_stuttgart@sueden.social",https://files.sueden.social/media_attachments/files/111/906/395/619/832/005/original/0eac1e9dcfac40ab.jpg,
"Dein RUDOLF, #Natenom #Gedenkfahrt in #Dortmund:Timm aus unserem Team spricht über seine persönliche Begegnung mit Andreas.#ADFC, #AufbruchFahrradDortmund & #VCD sprechen zu kritischer Radinfrastruktur.Die #Velokitchen führt symbolisch ein #Ghostbike mit.Wir haben Platz für Trauer und für Wut. Lasst uns daraus neue Kraft schöpfen, um Natenoms Engagement an seiner Stelle weiter zu führen. #VisionZero #StopKillingCyclists #RIPNatenom, Feb 10, 01:40 PM, DeinRUDOLF@ruhr.social",https://media.ruhr.social/ruhr-social/media_attachments/files/111/906/270/316/358/924/original/b14468668b161d85.png,
"Susanne Lilith, Wenn man sich auf der Straße festklebt, ist man ein Terrorist.Wenn man mit tausenden Traktoren Straßen und Städte lahm legt, ist man Bauer.Wenn man der Welt aufn Tisch kackt und dabei dämlich lacht, ist man die #FDP., Feb 10, 04:22 PM, susannelilith@rheinneckar.social",,
"Andreas, Mein Vater ist mit seinem HP LaserJet Color CP3505 #Drucker unzufrieden.Tolles Gerät, aber leider wurden die Windows-Treiber optimiert und es druckt nur noch schwarz-weiss wenn nicht wirklich viel Farbe im Bild ist. Photo kommt in Farbe aber ein SW Brief mit farbigem Logo gibt es nur in SW.WTF?Hat jemand das schonmal gesehen und eventuell eine Lösung?In der Zwischenzeit wurde ein Brother MFC-L3770cdw als Ersatz gekauft. HP ist dank schlechter Treiber und Geschäftspraktiken perma-banned.Actions have consequences., Feb 10, 03:38 PM, ixs@bawue.social","https://mastodon.bawue.social/system/media_attachments/files/111/906/746/179/876/983/original/37bc33bcbdc998c1.jpeg,https://mastodon.bawue.social/system/media_attachments/files/111/906/748/976/745/832/original/326af816a037395d.jpeg",
"Frau Mensch 😷, Ein angemessener Kommentar von Helga Schmidt zur FDP: Die Vier-Prozent-Partei als Standortnachteil https://www.tagesschau.de/kommentar/kommentar-fdp-eu-100.html, Feb 10, 11:36 AM, Frau_Mensch@troet.cafe",,https://www.tagesschau.de/kommentar/kommentar-fdp-eu-100.html
"teetassemitsprung, Wieder dieses Rumgeheule der Bayrischen Parteien, dass diese ""Klimaterroristen"" von Fridays for Future die #Demo in #muenchen organisieren.Liebe CSU, FW, SPD in Bayern zum Mitschreiben:Popo hoch und selber machen.Oder Klappe halten und sich freuen, dass FFF mit all ihrer Demoerfahrung die ganze Arbeit machenFür alle anderen zum Mitschreiben: Morgen 11.2. 18 Uhr #muenchen Theresienwiese #wirsinddiebrandmauer #niewiederistjetzt #gegenrechts https://www.br.de/nachrichten/bayern/debatte-ueber-lichtermeer-minister-gegen-fridays-for-future,U3noAr4, Feb 10, 02:17 PM, teetassemitsprung@troet.cafe",,"https://www.br.de/nachrichten/bayern/debatte-ueber-lichtermeer-minister-gegen-fridays-for-future,U3noAr4"
"IƧΛΛC, Logging in to Mastodon on a #Caturday be like:, Feb 10, 02:04 PM, isaactly_s",,
"Didaedidae, #caturday #catsofmastodon#cat #fotografie #foto #photography #photo, Feb 10, 03:52 PM, Melanie_MP",https://files.mastodon.social/media_attachments/files/111/906/800/606/619/762/original/2aa985291d2e7da2.jpg,
"金欧西🐟电子鲈鱼弹奏学习中, #长毛象厨房 #乳齒象友的廚房嘟聲 #金游记 异乡的年夜饭首先给各位象友拜年啦！祝各位象友龙年隆运，新年拥有像猫一样随性自由的生活！  第一次在异乡过年，却感觉年味最浓，果然年味还是要自己营造。和中国室友们煮了一大桌菜：羊肉胡萝卜饺子福州太平燕京酱肉丝酱卤五样：肘子/百叶/金钱肚/猪耳/牛腱肉水晶皮冻乾隆白菜鸡公煲（未入镜）于是就连年夜饭要吃一周才吃完也完美复现了 再次祝象友们2024甲辰龙年快乐！, Feb 10, 02:55 PM, JinjinOC@o3o.ca",https://mstdn-s3.o3o.studio/media_attachments/files/111/906/562/551/321/217/original/48af38a17385cb84.jpg,
"ႦⲇⲅԵⲉ𝔰ⲓⳙs,  𝚋𝚢 𝙴𝚗𝚛𝚒𝚌𝚘 𝙲𝚘𝚜𝚝𝚊𝚗𝚝𝚒𝚗𝚒 #photo #foto #photography #fotografia #photooftheday #cats #blackcat #linosa #catsofmastodon #caturday #sicily #italia #italy #10febbraio, Feb 10, 02:40 PM, bartesius@mastodon.uno",https://cdn.masto.host/mastodonuno/media_attachments/files/111/906/501/376/477/776/original/aa7bdc902e62655c.jpg,
"Löhwe :tchncs:, #caturday #LoehwesPhotos, Feb 10, 03:47 PM, loehwe@social.tchncs.de",https://f2.tchncs.de/media_attachments/files/111/906/783/491/137/091/original/3067f947cf1d7d0e.jpg,
"et cetera, Demain 11 février, c'est la Journée des Femmes Scientifiques.  En leur honneur, je vous propose ceci :Pouvez-vous indiquer sous ce pouète le nom de la scientifique que vous appréciez le plus, qui vous inspire le plus ..., et aussi idéalement partager un lien sur son parcours.Je commence : Pour moi, il s'agit de l'inspirante Sophie Germain, pionnière des mathématiques, qui a bravé les normes de son époque, et sans qui probablement la Tour Eiffel n'existerait pas.Un lien sur son parcours :https://www.casio-education.fr/sophie-germain/#science, Feb 10, 02:51 PM, etcetera@c.im",https://s3.c.im/media_attachments/files/111/906/536/186/232/404/original/8aa5568ad5abeaed.png,
"Stefan Müller :verified:, Ha, ha. Wenn ich nicht bereits genderte, würde ich jetzt anfangen. Was ist denn das für ein Quatsch mit einem #Genderverbot? Wollen die #Sprachnazis mir echt vorschreiben, wie ich zu sprechen und zu schreiben habe? Das können die gar nicht, denn zum Beispiel an Universitäten gibt es die Freiheit von Forschung und Lehre. Übrigens die Sache mit dem Sternchen ist eine geniale Abkürzung. Während die Sprachnazis, ohne zu zucken, „Sehr geehrte Damen und Herren“ schreiben, kann man in vielen Kontexten die beiden Geschlechter gut zusammenfassen. Und man kann gleich noch die mitaddressieren, die sich keinem Geschlecht zuordnen lassen. Also je nach dem, wie rebellisch man drauf ist, kann man jetzt in #BaWü entweder brutal weitergendern und warten bis man abgemahnt wird oder man schreibt halt in leichter Sprache und leicht verständlich über „Schüler und Schülerinnen und Lernende an Schulen mit diversem Geschlecht“. Wenn man das zwanzig mal in einem Brief macht, dann sagt das Gegenüber dann vielleicht Bescheid, dass man demnächst doch wieder #gendern könne, weil das doch besser zu lesen und verständlicher wäre und man würde auch nicht angezeigt.#Gendergaga #GendergagaGagahttps://www.kontextwochenzeitung.de/kolumne/671/gschichten-ausm-dschenderknast-9357.html, Feb 10, 02:08 PM, stefanmuelller@climatejustice.social",,https://www.kontextwochenzeitung.de/kolumne/671/gschichten-ausm-dschenderknast-9357.html
"Sagittarius 1805, GUTEN MORGEN,  freier Samstag  die Utensilien der Kundgebung gestern sind wieder verstaut. Und Aufteilung der UkraineTräume vom ""Großreich"" in Ungarn und RumänienRechtsextreme Parteien in Ungarn und Rumänien schmieden Pläne für eine Zukunft, in der Russland den Krieg gegen die Ukraine gewinnt. Denn dann wollen sie die Ukraine aufteilen.International Rechte GewaltPhantasien, immer wenn ich denke es geht nicht schlimmer....Ein schönes Wochenende, Feb 10, 03:04 PM, Sagittarius_Galaxie",https://files.mastodon.social/media_attachments/files/111/906/617/037/334/288/original/40b9be91c107fefd.jpg,
"Wolfgang Stief, Der @DeutscherWetterdienst hat sein Vorhersage-Rechenmodell ICON open sourced: https://icon-model.orgSteuergelder bei der Arbeit  #wetter #wettervorhersage #opensource, Feb 10, 03:42 PM, stiefkind",,https://icon-model.org/
"Krautreporter, Paul Bloom ist Psychologie-Professor in Yale und redet seit Jahren davon, dass wir ein verzerrtes Bild von Empathie haben.Stimmt das? Blooms Buch heißt »Against Empathy«. Den Titelmeint er ernst. Er ist wirklich gegen Empathie.Ob und wie Reporterin Theresa Bäuerlein ihr Denken über Empathie verändert hat  https://krautreporter.de/sinn-und-konsum/4420-wenn-empathie-dich-fies-und-ungerecht-macht?shared=c4ea545b-e0d8-477a-ae3e-00f5b1ce9499&utm_campaign=share-url-66347-article-4420&utm_source=mastodon.social, Feb 10, 03:42 PM, Krautreporter@norden.social",https://norden.social/system/media_attachments/files/111/906/765/031/950/451/original/798a741525d83b9f.png,
"The Secret Life Of Plants🌱, Eine Umfrage ergab, dass 85 Prozent der britischen Bevölkerung ein dringendes Verbot jeglicher #Massentierhaltung wünschten. Aufgrund der beispiellosen Nachfrage nach #Fleisch werden jedoch immer noch 95 Prozent aller britischen Hühner zur Fleischgewinnung in 200 Industrieanlagen im ganzen Land produziert. Man kann sich fragen, wie viele dieser Menschen für die Schließung der Intensivlandwirtschaft gestimmt haben, während sie ein Hühnchensandwich gegessen haben? Wir werden es nie genau wissen. #meatparadox #tierrechte #Landwirtschaft #ernährung #fleisch #Milch #Kühe #Käse #Schweine #Hühner #hähnchen #Tierschutz #veganfortheanimals #verantwortung #agrarwende #Ernährungswende, Feb 10, 03:02 PM, Blickwinkel@digitalcourage.social",,
"AusderPampa, Bizzare Wolkengebilde zum Samstagvormittag und Pfützen zum Spiegeln waren auch da. #photography #sky #clouds #nature #naturephotography, Feb 10, 03:19 PM, AusderPampa@dresden.network",https://dresden.s3proxy.de/media_attachments/files/111/906/668/506/768/517/original/63c05401d4a0469e.jpeg,
"Gratian, Und wer von euch bietet jetzt mal Fortbildungen für die RPs und sonstigen Schulaufsichtsbehörden zur wehrhaften Demokratie und dem Beutelsbacher Konsens an? „Inzwischen hat sich auch das zuständige Schulamt eingeschaltet […] Wie Moser berichtet, habe ihn ein Vertreter des Regierungspräsidiums Tübingen, dem das Schulamt unterstellt ist, auf die Neutra-litätspflicht aufmerksam gemacht. Laut diesem hätte bei einem solchen Diskussions-format auch die AfD eingeladen werden müssen.“#FediLZ #noafd, Feb 10, 02:52 PM, GratianRiter@bildung.social",https://storage.gra.cloud.ovh.net/v1/AUTH_91eb37814936490c95da7b85993cc2ff/bildungsocial/media_attachments/files/111/906/568/648/890/402/original/1de1926efac0e397.jpeg,
"Fiona Krakenbürger, Best time of the year , Feb 10, 02:29 PM, krakenbuerger","https://files.mastodon.social/media_attachments/files/111/906/476/509/460/204/original/ffed07d8080bc111.jpg,https://files.mastodon.social/media_attachments/files/111/906/476/612/192/487/original/8c4559ba4cac3a1c.jpg,https://files.mastodon.social/media_attachments/files/111/906/476/697/474/545/original/5604663852eb8a35.jpg",
"Marius Gomes, Eine Lernexpedition über KI in #moodleVielen Dank liebe #moodlebande für das tolle Feedback und die vielen hilfreichen Ideen @rettiwtaccount @trmsc @FrauSpeckner @bauschlagge @Bot_Moodlebande #FediLZ #mebis #edubw #ki #ai #ArtificialIntelligence, Feb 10, 04:02 PM, margomius@bildung.social","https://storage.gra.cloud.ovh.net/v1/AUTH_91eb37814936490c95da7b85993cc2ff/bildungsocial/media_attachments/files/111/906/838/711/114/657/original/a68023902da9c428.jpg,https://storage.gra.cloud.ovh.net/v1/AUTH_91eb37814936490c95da7b85993cc2ff/bildungsocial/media_attachments/files/111/906/839/171/787/394/original/7470e079b3c03eaa.jpg,https://storage.gra.cloud.ovh.net/v1/AUTH_91eb37814936490c95da7b85993cc2ff/bildungsocial/media_attachments/files/111/906/839/499/137/717/original/bdb333ca4da97edb.jpg,https://storage.gra.cloud.ovh.net/v1/AUTH_91eb37814936490c95da7b85993cc2ff/bildungsocial/media_attachments/files/111/906/840/161/469/838/original/b01b232e383275dc.png",
"ADFC Strohgäu, Morgen treffen wir uns um 9:00 in Weil der Stadt und fahren für #Natenom https://bnn.de/pforzheim/pforzheim-stadt/pforzheims-radfahrer-wollen-natenom-letzten-wunsch-erfuellen, Feb 10, 04:01 PM, adfc_strohgaeu@sueden.social","https://files.sueden.social/media_attachments/files/111/906/839/385/418/957/original/9c80e575f0e2f230.jpeg,https://files.sueden.social/media_attachments/files/111/906/839/475/333/276/original/c636af4893481baf.png,https://files.sueden.social/media_attachments/files/111/906/839/383/765/703/original/25f351278ad00b97.jpeg",
"The Gib :startrek:, #Caturday #Sagatto #CatsOfMastodon Riavviare non basta...Reboot is not enough..., Feb 10, 01:37 PM, thegib@mastodon.uno",https://cdn.masto.host/mastodonuno/media_attachments/files/111/906/272/371/414/919/original/5ed4c3fabd2a8a88.jpg,
"Erik de la Reguera, Finns viss humor i att Putin är så besatt av 1650-talet i den där ""intervjun"" med den f.d. Fox News-tomten. Radikala nationalister som Putin har förvisso en tendens att sitta och titta på gamla kartor i timtal.Men om vi nu måste tillbaka till 1600-talets gränser blir ju Putin tvungen att lämna över Sankt Petersburg. Annars skulle Sverige med hans egen logik ha legitima skäl att förklara krig mot Ryssland – och mot Tyskland, Polen, Estland, Lettland, Finland och Norge.(Säg inget till Jimmie!), Feb 10, 03:16 PM, erikdelareguera@mastodon.nu",https://media.mastodon.nu/media_attachments/files/111/906/651/246/360/745/original/b8c6a5fcdefb5c83.png,
